,ID,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Spent,Family_size,Parent,Life_Time,Total_Response,TR_D
559,3174,2,2,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,56,1957,3,1,296,5,1
560,7685,2,2,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,37,78,3,1,406,0,0
561,3179,2,1,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,35,1572,1,0,321,0,0
562,9780,3,2,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,44,795,3,1,330,0,0
563,10681,1,2,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,45,889,3,1,534,0,0
564,10232,4,1,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,52,331,2,1,463,0,0
565,4184,4,2,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,65,265,3,1,677,0,0
566,9120,2,1,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,53,1065,2,1,128,0,0
567,891,3,2,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,64,11,4,1,404,0,0
568,10381,2,1,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,36,21,2,1,340,0,0
569,3525,2,2,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,45,17,4,1,130,0,0
570,6818,2,2,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,41,369,3,1,44,0,0
571,3526,4,2,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,47,38,4,1,546,0,0
572,8181,1,1,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,37,177,2,1,410,0,0
573,1029,4,2,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,45,279,3,1,367,0,0
574,7369,3,2,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,34,62,3,1,429,0,0
575,2574,4,2,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,38,1230,3,1,185,4,1
576,8159,2,2,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,47,182,4,1,610,0,0
577,1160,2,2,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,45,49,4,1,389,0,0
578,10242,4,2,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,49,75,4,1,413,0,0
579,5253,3,2,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,59,227,4,1,344,0,0
580,5966,4,2,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,41,215,4,1,103,1,1
581,5314,2,2,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,64,444,3,1,231,0,0
582,5081,1,2,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,48,47,4,1,447,0,0
583,5123,3,2,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,64,143,2,0,259,0,0
584,5756,2,2,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,32,55,3,1,612,0,0
585,8036,1,2,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,44,63,4,1,627,0,0
586,9058,2,1,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,60,1867,1,0,55,4,1
587,5057,3,2,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,54,611,3,1,411,0,0
588,254,2,2,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,60,473,3,1,656,1,1
589,4179,2,2,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,56,55,2,0,386,0,0
590,3710,4,1,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,31,81,2,1,74,1,1
591,7627,3,2,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,40,2086,2,0,135,3,1
592,4501,3,1,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,50,1478,1,0,468,0,0
593,6424,2,2,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,38,49,3,1,549,0,0
594,3075,4,2,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,43,382,2,0,408,0,0
595,4992,3,2,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,40,69,3,1,416,1,1
596,5252,2,1,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,46,67,2,1,88,0,0
597,7444,3,2,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,46,30,4,1,446,0,0
598,6919,1,2,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,37,63,3,1,309,0,0
599,3537,2,2,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,34,79,3,1,18,0,0
600,10277,2,1,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,54,42,2,1,206,0,0
601,2453,2,2,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,55,819,3,1,32,0,0
602,7972,2,1,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,60,1151,1,0,414,0,0
603,895,4,2,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,67,594,4,1,132,0,0
604,1177,3,2,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,49,129,4,1,180,0,0
605,7141,3,1,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,29,213,2,1,152,1,1
606,7232,2,1,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,42,67,2,1,561,0,0
607,8477,2,1,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,59,28,4,1,224,0,0
608,2457,1,2,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,40,45,3,1,88,0,0
609,988,2,2,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,50,1193,2,0,646,1,1
610,7930,3,1,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,46,268,1,0,385,0,0
611,4587,3,1,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,71,266,1,0,353,0,0
612,6682,1,2,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,42,37,3,1,134,0,0
613,6222,2,2,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,48,37,5,1,455,0,0
614,10299,4,1,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,46,882,1,0,102,1,1
615,3083,2,2,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,41,373,4,1,361,0,0
616,8953,3,1,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,50,35,4,1,280,0,0
617,1503,4,2,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,39,107,4,1,308,0,0
618,8650,2,1,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,37,42,3,1,231,0,0
619,10862,3,2,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,55,326,3,1,18,0,0
620,2782,4,2,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,54,404,3,1,346,0,0
621,6941,2,1,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,44,95,1,0,349,0,0
622,10972,2,1,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,66,939,1,0,588,2,1
623,10708,1,1,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,37,33,2,1,516,0,0
624,6583,1,2,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,60,981,2,0,308,1,1
625,3641,2,2,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,39,36,3,1,174,0,0
626,10156,2,1,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,40,1237,2,1,308,0,0
627,4299,2,2,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,55,1825,3,1,53,1,1
628,3469,4,1,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,38,103,3,1,38,0,0
629,5063,2,1,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,38,191,2,1,141,0,0
630,10727,4,2,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,45,1586,3,1,477,0,0
631,9624,4,2,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,57,963,2,0,683,0,0
632,5156,1,2,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,45,889,3,1,534,0,0
633,4376,1,1,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,55,93,1,0,565,2,1
634,8923,2,1,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,42,1587,1,0,262,1,1
635,8461,2,1,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,53,16,4,1,588,0,0
636,6945,2,1,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,63,1375,1,0,309,0,0
637,944,2,2,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,53,393,3,1,162,0,0
638,1907,3,1,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,65,1477,2,1,60,1,1
639,701,2,2,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,44,1179,3,1,464,1,1
640,3856,2,2,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,55,1005,3,1,67,0,0
641,4149,4,2,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,67,1348,2,0,652,0,0
642,2131,4,1,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,56,1307,2,1,153,0,0
643,2942,2,1,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,51,486,2,1,281,1,1
644,1173,3,2,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,68,2252,2,0,223,3,1
645,4381,4,2,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,44,235,4,1,384,0,0
646,4611,2,2,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,45,1724,2,0,175,3,1
647,3376,3,1,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,45,235,2,1,501,0,0
648,4679,3,2,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,38,1092,3,1,662,0,0
649,10928,2,2,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,57,599,3,1,413,0,0
650,4248,3,1,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,55,2008,1,0,567,1,1
651,6728,2,2,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,30,48,3,1,28,0,0
652,6661,2,2,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,41,1174,3,1,13,0,0
653,4725,4,2,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,65,67,3,1,622,0,0
654,3277,2,1,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,60,365,2,1,4,0,0
655,5555,2,1,153924.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,6,1,0,557,0,0
656,2564,2,2,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,62,165,3,1,523,0,0
657,946,1,2,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,57,210,2,0,54,0,0
658,3867,4,2,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,68,1095,3,1,397,0,0
659,6940,4,1,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,49,223,4,1,448,1,1
660,55,2,2,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,52,597,3,1,130,0,0
661,7093,2,2,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,30,22,3,1,472,0,0
662,5084,2,1,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,40,1064,2,1,513,0,0
663,1777,1,2,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,35,74,2,0,39,0,0
664,8162,3,2,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,59,26,2,0,155,0,0
665,10826,2,2,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,56,60,2,0,151,0,0
666,8754,4,2,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,41,20,3,1,290,0,0
667,1987,1,1,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,28,59,2,1,422,0,0
668,11007,4,2,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,47,34,3,1,283,0,0
669,7426,1,2,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,44,198,4,1,465,0,0
670,9153,4,2,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,51,1048,3,1,364,0,0
671,10379,3,1,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,53,574,3,1,466,0,0
672,9204,2,1,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,45,1029,2,1,44,0,0
673,3197,2,2,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,35,670,3,1,504,0,0
674,2920,4,1,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,40,990,2,1,124,0,0
675,6961,2,2,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,41,11,4,1,661,0,0
676,4673,4,2,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,52,1241,3,1,92,2,1
677,9937,2,1,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,36,576,1,0,521,0,0
678,8779,1,2,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,30,172,3,1,321,2,1
679,9596,4,1,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,35,664,1,0,511,0,0
680,2891,2,1,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,52,928,2,1,445,0,0
681,4910,2,1,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,48,2074,1,0,31,0,0
682,75,1,2,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,33,467,2,0,360,0,0
683,10120,2,2,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,60,257,3,1,451,0,0
684,6327,2,2,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,48,1146,2,0,507,0,0
685,10142,4,1,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,39,689,2,1,220,0,0
686,9826,4,1,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,43,2114,1,0,44,1,1
687,1501,4,2,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,33,1717,2,0,5,0,0
688,10767,4,2,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,26,1346,2,0,655,2,1
689,7279,4,2,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,46,1044,2,0,427,0,0
690,7230,4,1,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,55,493,2,1,66,2,1
691,143,2,1,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,45,957,1,0,391,0,0
692,450,3,2,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,57,270,3,1,347,0,0
693,9316,1,2,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,63,29,2,0,460,0,0
694,6379,3,1,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,66,121,3,1,303,1,1
695,9239,3,2,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,54,126,4,1,361,0,0
696,8315,2,1,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,20,23,1,0,604,0,0
697,2868,4,1,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,66,57,3,1,252,1,1
698,10888,2,1,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,54,636,1,0,461,0,0
699,1277,2,2,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,55,1004,2,0,618,1,1
700,9977,2,1,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,42,734,2,1,414,0,0
701,10196,2,2,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,37,614,4,1,590,0,0
702,6384,2,1,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,37,1453,2,1,561,1,1
703,8029,3,1,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,27,1621,1,0,638,4,1
704,968,3,1,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,47,187,2,1,514,0,0
705,6988,2,2,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,29,1443,3,1,164,2,1
706,4472,4,1,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,45,57,2,1,697,0,0
707,6991,2,1,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,64,637,2,1,254,0,0
708,3336,4,2,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,67,948,3,1,479,1,1
709,4301,3,2,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,44,59,3,1,164,2,1
710,1940,2,2,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,29,18,3,1,347,0,0
711,1272,3,1,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,50,903,2,1,83,0,0
712,1388,2,1,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,40,112,2,1,205,0,0
713,1044,2,2,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,62,596,2,0,288,0,0
714,6969,2,2,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,33,233,3,1,373,0,0
715,10479,4,2,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,40,1511,2,0,130,0,0
716,3619,1,1,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,55,1152,1,0,55,2,1
717,1715,2,2,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,37,48,3,1,196,0,0
718,10159,2,1,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,45,1185,2,1,244,0,0
719,1463,2,1,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,57,21,3,1,607,0,0
720,5114,3,2,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,50,965,3,1,142,0,0
721,4990,2,2,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,61,869,2,0,276,0,0
722,4329,4,2,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,31,16,3,1,662,0,0
723,10936,2,2,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,50,1947,2,0,198,0,0
724,4692,2,2,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,39,71,3,1,2,2,1
725,7212,2,2,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,49,65,3,1,678,0,0
726,6086,2,2,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,60,1380,2,0,481,1,1
727,437,3,1,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,39,1027,1,0,544,0,0
728,11171,3,2,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,50,411,5,1,438,0,0
729,11101,2,2,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,24,836,2,0,259,1,1
730,5329,4,1,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,66,11,3,1,424,0,0
731,610,4,2,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,62,480,4,1,8,0,0
732,9384,2,2,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,37,606,4,1,317,0,0
733,5956,4,1,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,67,284,4,1,443,0,0
734,10430,2,1,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,42,1472,3,1,436,3,1
735,7875,2,2,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,66,1677,2,0,638,4,1
736,7072,2,2,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,42,1335,3,1,242,0,0
